source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	factor value[cell line]
PXD001305-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_02.raw	11	1	HeLa
PXD001305-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 7	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_02.raw	12	1	HeLa
PXD001305-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 9	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_02.raw	13	1	HeLa
PXD001305-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_02.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_02.raw	14	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac1_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac1_03.raw	1	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac2_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac2_03.raw	2	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 16	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac3_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac3_03.raw	3	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac4_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac4_03.raw	4	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac5_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac5_03.raw	5	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac6_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac6_03.raw	6	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac7_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac7_03.raw	7	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac8_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac8_03.raw	8	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 28	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac9_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac9_03.raw	9	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac10_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac10_03.raw	10	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 6	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_03.raw	11	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 8	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_03.raw	12	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 10	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_03.raw	13	1	HeLa
PXD001305-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 12	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_03.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_03.raw	14	1	HeLa
PXD001305-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_0-6_01.raw	1	1	HeLa
PXD001305-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 32	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_1-2_01.raw	2	1	HeLa
PXD001305-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 35	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001305/20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_01.raw	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	0.05 Da	10 ppm	20140509_QE5_UPLC9_RJC_DEV_ASMS_Exp9_Digest1_2-4_01.raw	3	1	HeLa
