source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 11	01747_C02_P018218_S00_I00_N11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_C02_P018218_S00_I00_N11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 12	01747_D02_P018218_S00_I00_N12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_D02_P018218_S00_I00_N12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 13	01747_E02_P018218_S00_I00_N13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_E02_P018218_S00_I00_N13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 14	01747_F02_P018218_S00_I00_N14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_F02_P018218_S00_I00_N14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 15	01747_G02_P018218_S00_I00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_G02_P018218_S00_I00_N15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 16	01747_H02_P018218_S00_I00_N16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_H02_P018218_S00_I00_N16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 17	01747_A03_P018218_S00_I00_N17_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_A03_P018218_S00_I00_N17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 18	01747_B03_P018218_S00_I00_N18_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_B03_P018218_S00_I00_N18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 19	01747_C03_P018218_S00_I00_N19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_C03_P018218_S00_I00_N19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 20	01747_D03_P018218_S00_I00_N20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_D03_P018218_S00_I00_N20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 21	01747_E03_P018218_S00_I00_N21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_E03_P018218_S00_I00_N21_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 22	01747_F03_P018218_S00_I00_N22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_F03_P018218_S00_I00_N22_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 23	01747_G03_P018218_S00_I00_N23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_G03_P018218_S00_I00_N23_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 1	Arabidopsis thaliana	embryo	6W	plant cell	no enrichment	1	normal	run 24	01747_H03_P018218_S00_I00_N24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01747_H03_P018218_S00_I00_N24_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	embryo
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 25	01762_A01_P018448_S00_I00_N01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A01_P018448_S00_I00_N01_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 26	01762_B01_P018448_S00_I00_N02_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B01_P018448_S00_I00_N02_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 27	01762_C01_P018448_S00_I00_N03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C01_P018448_S00_I00_N03_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 28	01762_D01_P018448_S00_I00_N04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D01_P018448_S00_I00_N04_R1.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 29	01762_E01_P018448_S00_I00_N05_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E01_P018448_S00_I00_N05_R1.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 30	01762_F01_P018448_S00_I00_N06_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F01_P018448_S00_I00_N06_R1.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 31	01762_G01_P018448_S00_I00_N07_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G01_P018448_S00_I00_N07_R1.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 32	01762_H01_P018448_S00_I00_N08_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_H01_P018448_S00_I00_N08_R1.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 33	01762_A02_P018448_S00_I00_N09_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_A02_P018448_S00_I00_N09_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 34	01762_B02_P018448_S00_I00_N10_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_B02_P018448_S00_I00_N10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 35	01762_C02_P018448_S00_I00_N11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_C02_P018448_S00_I00_N11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 36	01762_D02_P018448_S00_I00_N12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_D02_P018448_S00_I00_N12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 37	01762_E02_P018448_S00_I00_N13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_E02_P018448_S00_I00_N13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 38	01762_F02_P018448_S00_I00_N14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_F02_P018448_S00_I00_N14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
PXD013868-Sample 2	Arabidopsis thaliana	senescent leaf	5W	plant cell	no enrichment	1	normal	run 39	01762_G02_P018448_S00_I00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/01762_G02_P018448_S00_I00_N15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Strong anion-exchange chromatography (SAX)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	20 ppm	5 ppm	senescent leaf
