source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 11	M411-A06-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A06-O156-HS-P4569-1.raw	1	6	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 12	M411-A06-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A06-O156-HS-P4569-2.raw	2	6	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 13	M411-A07-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A07-O156-HS-P4569-1.raw	1	7	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 14	M411-A07-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A07-O156-HS-P4569-2.raw	2	7	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 15	M411-A08-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A08-O156-HS-P4569-1.raw	1	8	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 16	M411-A08-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A08-O156-HS-P4569-2.raw	2	8	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 17	M411-A09-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A09-O156-HS-P4569-1.raw	1	9	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 18	M411-A09-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A09-O156-HS-P4569-2.raw	2	9	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 19	M411-A10-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A10-O156-HS-P4569-1.raw	1	10	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 20	M411-A10-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-A10-O156-HS-P4569-2.raw	2	10	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 21	M411-B01-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B01-O156-HS-P4569-1.raw	1	11	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 22	M411-B01-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B01-O156-HS-P4569-2.raw	2	11	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 23	M411-B02-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B02-O156-HS-P4569-1.raw	1	12	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 24	M411-B02-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B02-O156-HS-P4569-2.raw	2	12	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 25	M411-B03-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B03-O156-HS-P4569-1.raw	1	13	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 26	M411-B03-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B03-O156-HS-P4569-2.raw	2	13	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 27	M411-B04-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B04-O156-HS-P4569-1.raw	1	14	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 28	M411-B04-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B04-O156-HS-P4569-2.raw	2	14	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 29	M411-B05-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B05-O156-HS-P4569-1.raw	1	15	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 30	M411-B05-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B05-O156-HS-P4569-2.raw	2	15	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 31	M411-B06-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B06-O156-HS-P4569-1.raw	1	16	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 32	M411-B06-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B06-O156-HS-P4569-2.raw	2	16	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 33	M411-B07-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B07-O156-HS-P4569-1.raw	1	17	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 34	M411-B07-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B07-O156-HS-P4569-2.raw	2	17	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 35	M411-B08-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B08-O156-HS-P4569-1.raw	1	18	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 36	M411-B08-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B08-O156-HS-P4569-2.raw	2	18	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 37	M411-B09-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B09-O156-HS-P4569-1.raw	1	19	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 38	M411-B09-O156-HS-P4569-2.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B09-O156-HS-P4569-2.raw	2	19	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
MSV000083952-Sample-1	Homo sapiens	Cell culture	Haploid cell	KBM7	Chronic myeloid leukemia	1	run 39	M411-B10-O156-HS-P4569-1.raw	ftp://massive.ucsd.edu/MSV000083952/raw/RAW/M411-B10-O156-HS-P4569-1.raw	1	20	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=CID;AC=PRIDE:0000591	not available	10 ppm	0.6 Da	KBM7
