source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	cell	run 11	proteomic profiling by mass spectrometry	HepG2#1_IDA_8ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#1_IDA_8ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	cell	run 12	proteomic profiling by mass spectrometry	HepG2#1_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#1_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	1	cell	run 13	proteomic profiling by mass spectrometry	HepG2#1_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#1_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	2	cell	run 14	proteomic profiling by mass spectrometry	HepG2#2_IDA_5ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#2_IDA_5ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	2	cell	run 15	proteomic profiling by mass spectrometry	HepG2#2_IDA_5ug_20170406_inj#2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#2_IDA_5ug_20170406_inj#2.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	2	cell	run 16	proteomic profiling by mass spectrometry	HepG2#2_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#2_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	2	cell	run 17	proteomic profiling by mass spectrometry	HepG2#2_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#2_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	3	cell	run 18	proteomic profiling by mass spectrometry	HepG2#3_IDA_8ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#3_IDA_8ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	3	cell	run 19	proteomic profiling by mass spectrometry	HepG2#3_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#3_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-2	Homo sapiens	not available	not available	HepG2	not applicable	not applicable	not applicable	not applicable	3	cell	run 20	proteomic profiling by mass spectrometry	HepG2#3_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HepG2#3_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	HepG2
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	1	cell	run 21	proteomic profiling by mass spectrometry	Huh7#1_IDA_8ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#1_IDA_8ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	1	cell	run 22	proteomic profiling by mass spectrometry	Huh7#1_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#1_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	1	cell	run 23	proteomic profiling by mass spectrometry	Huh7#1_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#1_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	2	cell	run 24	proteomic profiling by mass spectrometry	Huh7#2_IDA_5ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#2_IDA_5ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	2	cell	run 25	proteomic profiling by mass spectrometry	Huh7#2_IDA_5ug_20170406_inj#2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#2_IDA_5ug_20170406_inj#2.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	2	cell	run 26	proteomic profiling by mass spectrometry	Huh7#2_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#2_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	2	cell	run 27	proteomic profiling by mass spectrometry	Huh7#2_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#2_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	3	cell	run 28	proteomic profiling by mass spectrometry	Huh7#3_IDA_8ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#3_IDA_8ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	3	cell	run 29	proteomic profiling by mass spectrometry	Huh7#3_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#3_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-3	Homo sapiens	not available	not available	Huh7	not applicable	not applicable	not applicable	not applicable	3	cell	run 30	proteomic profiling by mass spectrometry	Huh7#3_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/Huh7#3_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	Huh7
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	1	cell	run 31	proteomic profiling by mass spectrometry	HLM#1_IDA_8ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#1_IDA_8ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	1	cell	run 32	proteomic profiling by mass spectrometry	HLM#1_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#1_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	1	cell	run 33	proteomic profiling by mass spectrometry	HLM#1_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#1_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	2	cell	run 34	proteomic profiling by mass spectrometry	HLM#2_IDA_5ug_20170406_inj#1.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#2_IDA_5ug_20170406_inj#1.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	2	cell	run 35	proteomic profiling by mass spectrometry	HLM#2_IDA_5ug_20170406_inj#2.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#2_IDA_5ug_20170406_inj#2.wiff.scan	1	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	2	cell	run 36	proteomic profiling by mass spectrometry	HLM#2_MRM-HR_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#2_MRM-HR_5ug.wiff.scan	2	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
PXD008190-Sample-4	Homo sapiens	liver	not available	not available	not available	normal	not available	not available	2	cell	run 37	proteomic profiling by mass spectrometry	HLM#2_SWATH_5ug.wiff.scan	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/04/PXD008190/HLM#2_SWATH_5ug.wiff.scan	3	1	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	0.07 Da	40 ppm	not available
