source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000296-Sample-1	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_126	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-2	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_127n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-3	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_127c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-4	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_128n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-5	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_128c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-6	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_129n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-7	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_129c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-8	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_130n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-9	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_130c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-10	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run6	proteomic profiling by mass spectrometry	06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/06_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ceRvyASKhGK2DnKEWpQflT9xliAsx5FXDRasfDrD7Yq7xt4JrpzEhhYx2-pQjbxFnArxd2E4m30TUshzu7xHhHJUxnLNw~1ypmIKJLGUQ3Y6la8id-k8BfvzwYaHBEDNoQR~nMxaJ4GAzEqq9P5bnSFG~HIDap-OPpd9dkQpN083OGIle4EEzSymJ-QsJ6E9AH2uOJrTxXRwVuLjSyoU1Dxf-eSQc5V1IqmxIMnvq9ZANIzzJbqcmQCVpu0iuBnYagje5rYuVndnMwPJOUpV0t2MjUWTaUOSeBBIwdVri4v6TKYt5L4B8dRrK3BhT-4zDzTuaZtWL8iUS0ykFmM3fg__	1	6	tmt_131	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-1	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_126	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-2	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_127n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-3	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_127c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-4	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_128n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-5	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_128c	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000296-Sample-6	human + mouse	not available	not available	not available	not available	not available	tumor	1	NCI-7	not available	cell lines	run7	proteomic profiling by mass spectrometry	07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/120/07_CPTAC_NCI7_W_JHUZ_20161111_QEHF.raw?Expires=1685688607&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=KhAvsxAXX9yuzjq-RSLhDm8YihxIeP2VFfwDmoPZeKuIzQWuMjTvijCatpTW2pzA4yq6Tp9ct7J9gEavg0EyDtLZ3JtAnaVr4WFXrGnXsMOIiqzl8Ncfds5zKZgIcNbon2eK7LzXKtg59DNR5xlw2QE-T7tFNCXXkgKH45RjJ-PTe0wgAMPGOh~PkqQf-G6MHZWZ4-W3kqqz2ehQDtl6T--Ye81dIQzy6HTMXIPoanlMa9hSHtcp-NEm45CSWRw3tEMRJ6zP5WL292tSTGhWqH07zAD~H7mVSeew~7Im3hie9tmnsiXBpwAnLxTCJa-gM4sFgGzkw52y-xpKXtU4~g__	1	7	tmt_129n	NT=Q Exactive HF;AC=MS:1002523	NT=HCD;AC=PRIDE:0000590	32% NCE	20 ppm	0.06 Da	NCI-7	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=TMT6plex;MT=Fixed;PP=N-term;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
