source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[label]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[disease]
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_11_2Feb12_Cougar_11-10-09.raw	11	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_11_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 12	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_12_5Feb12_Cougar_11-10-11.raw	12	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_12_5Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 13	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_13_2Feb12_Cougar_11-10-09.raw	13	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_13_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_14_2Feb12_Cougar_11-10-11.raw	14	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_14_2Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 15	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_15_2Feb12_Cougar_11-10-09.raw	15	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_15_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 16	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_16_2Feb12_Cougar_11-10-11.raw	16	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_16_2Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 17	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_17_2Feb12_Cougar_11-10-09.raw	17	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_17_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_18_2Feb12_Cougar_11-10-11.raw	18	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_18_2Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_19_2Feb12_Cougar_11-10-09.raw	19	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_19_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_20_2Feb12_Cougar_11-10-11.raw	20	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_20_2Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_21_2Feb12_Cougar_11-10-09.raw	21	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_21_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_22_2Feb12_Cougar_11-10-11.raw	22	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_22_2Feb12_Cougar_11-10-11.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_23_2Feb12_Cougar_11-10-09.raw	23	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_23_2Feb12_Cougar_11-10-09.raw	breat cancer
PXD000966-Sample-1	Homo sapiens	breat	not available	not available	not available	not available	not available	Female	breast cancer	not available	1	tissue	proteomic profiling by mass spectrometer	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/09/PXD000966/CPTAC_CompRef_00_iTRAQ_24_2Feb12_Cougar_11-10-11.raw	24	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;MT=Variable;TA=N,Q"	NT=iTRAQ4plex;PP=Any N-term;MT=Variable;AC=UNIMOD:214	NT=iTRAQ4plex;PP=Anywhere;AC=Unimod:214;TA=K;MT=Variable	20 ppm	0.1 Da	CPTAC_CompRef_00_iTRAQ_24_2Feb12_Cougar_11-10-11.raw	breat cancer
