source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[cell line]
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 712	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_11.raw	11	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_11.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 713	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_12.raw	12	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_12.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 714	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_13.raw	13	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_13.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 715	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_14.raw	14	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_14.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 716	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_15.raw	15	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_15.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 717	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_16.raw	16	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_16.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 718	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_17.raw	17	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_17.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 719	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_18.raw	18	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_18.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 720	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_19.raw	19	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_19.raw	cell line	SH-SY5Y
PXD004452-Sample-17	Homo sapiens	bone marrow	SH-SY5Y	not available	4Y	Female	neuroblastoma	epithelial	not available	1	run 721	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_20.raw	20	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	"NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	20 ppm	10 ppm	20151022_QE5_UPLC10_DBJ_SA_SH-SY5Y_REP2_46frac_20.raw	cell line	SH-SY5Y
