source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	comment[file uri]	comment[fraction identifier]	comment[Fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD010150-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_11_F12_RuiCol_111517_330bar.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_11_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	1	cell line	run 3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_12_F12_RuiCol_111517_330bar.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_12_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-10	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	10	cell line	run 46	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_Hela_QC_50ng_i_RuiCol_012517_305bar.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_Hela_QC_50ng_i_RuiCol_012517_305bar.raw	HeLa
PXD010150-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_1_F4_RuiCol_120117_390bar.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_1_F4_RuiCol_120117_390bar.raw	HeLa
PXD010150-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 7	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_2_F4_RuiCol_120117_390bar.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_2_F4_RuiCol_120117_390bar.raw	HeLa
PXD010150-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 9	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_3_F4_RuiCol_120117_390bar.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_3_F4_RuiCol_120117_390bar.raw	HeLa
PXD010150-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	2	cell line	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_1000cell_Fraction_4_F4_RuiCol_120117_390bar.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_1000cell_Fraction_4_F4_RuiCol_120117_390bar.raw	HeLa
PXD010150-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 17	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_F4_Fraction_1_RuiCol_111517_330bar.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_F4_Fraction_1_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_F4_Fraction_2_RuiCol_111517_330bar.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_F4_Fraction_2_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_F4_Fraction_3_RuiCol_111517_330bar.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_F4_Fraction_3_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	3	cell line	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_F4_Fraction_4_RuiCol_111517_330bar.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_F4_Fraction_4_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_1_F12_RuiCol_111517_330bar.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_1_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 25	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_2_F12_RuiCol_111517_330bar.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_2_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_3_F12_RuiCol_111517_330bar.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_3_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 27	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_4_F12_RuiCol_111517_330bar.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_4_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 28	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_5_F12_RuiCol_111517_330bar.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_5_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_6_F12_RuiCol_111517_330bar.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_6_F12_RuiCol_111517_330bar.raw	HeLa
PXD010150-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	not available	4	cell line	run 30	https://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD010150/Nanowell_2DLC_HeLa_50ng_Fraction_7_F12_RuiCol_111517_330bar.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	AC=MS:1002038;NT=label free sample	20 ppm	20 ppm	1	Nanowell_2DLC_HeLa_50ng_Fraction_7_F12_RuiCol_111517_330bar.raw	HeLa
