source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[disease]
PDC000410-Sample-3	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	HCI030	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_127c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-4	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM12	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_128n	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-5	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM68	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_128c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-6	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM75	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_129n	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-7	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM74	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_129c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-8	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	HCI009	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_130n	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-9	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM30	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_130c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-10	human + mouse	Breast	not available	not available	not available	not available	Not Reported	1	PDX  CR	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_131	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Not Reported
PDC000410-Sample-11	human + mouse	Not Reported	not available	not available	not available	not available	Not Reported	1	Core CR	not available	organism part	run4	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f04.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f04.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=YTd2YvNwap0bAjBXCK~roqrwhMc8RnsLfOAHctvaIX-4NOPDcRUav9P7e7ZjHFpknfadzYZZP5tKEWoISdQcQ2KGtrLisfMn7pq61vn2ESk8OXYvWsjJnymOR4~K6dt6O2MkBzhtKxTU5ERYrw76xfoxWsiRrm1RaeRpCUtwBllK5JVRIGxcMsIak7u6~NoV2PmpZ0dZAa9szZrBjuGUFEbZmJLX3pRvXOZsDhQDYlGy4UmhoYLv58~dK4Xj16GJCBMk4T43WFzdBj9DjKHcjza9mYYXSndaWaf0FYXxy7Wf9whim0vDfK2PzCjDnCNnXz15CqTckI-qdnbUUB0STw__	1	4	tmt_131c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Not Reported
PDC000410-Sample-1	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	HCI027	not available	organism part	run5	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f05.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GtxuhQPjVC0~k5SpAEX6iEIL8spr7UXD0C8mOSWoy2DKaTxDh8hjAaOX5PRh0VnoxjurFCKtdkC7dWpM-1wbamQjw~M6C3~f26zUfBId4uJ-dzMG2ljdIc28b1p-OHipwwsp2kBWllqImjbMKfZGztZcfZULDzbLuDnfxUSVFR4KFhDEwv4vBsHoZHO7Wa~CVt9fMyGgUP4nKqJESGo7UMkScN7R5oR1sMxR~qqIzq9aQbRwSsXrSVrEMG1EopHQ5fu~qIJlWcYxmRkjMoDhKcGIEazndb75fKEzckmueZburFvPiwo56FeGNODBSWLprLOI5XDiDZMZCLRHkR--zQ__	1	5	tmt_126	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-2	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	WHIM14	not available	organism part	run5	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f05.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GtxuhQPjVC0~k5SpAEX6iEIL8spr7UXD0C8mOSWoy2DKaTxDh8hjAaOX5PRh0VnoxjurFCKtdkC7dWpM-1wbamQjw~M6C3~f26zUfBId4uJ-dzMG2ljdIc28b1p-OHipwwsp2kBWllqImjbMKfZGztZcfZULDzbLuDnfxUSVFR4KFhDEwv4vBsHoZHO7Wa~CVt9fMyGgUP4nKqJESGo7UMkScN7R5oR1sMxR~qqIzq9aQbRwSsXrSVrEMG1EopHQ5fu~qIJlWcYxmRkjMoDhKcGIEazndb75fKEzckmueZburFvPiwo56FeGNODBSWLprLOI5XDiDZMZCLRHkR--zQ__	1	5	tmt_127n	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
PDC000410-Sample-3	human + mouse	Breast	not available	not available	not available	not available	Breast Invasive Carcinoma	1	HCI030	not available	organism part	run5	proteomic profiling by mass spectrometry	KY20201205_TV_CarboDocPDX_Proteome_f05.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/124/171/KY20201205_TV_CarboDocPDX_Proteome_f05.raw?Expires=1685361130&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GtxuhQPjVC0~k5SpAEX6iEIL8spr7UXD0C8mOSWoy2DKaTxDh8hjAaOX5PRh0VnoxjurFCKtdkC7dWpM-1wbamQjw~M6C3~f26zUfBId4uJ-dzMG2ljdIc28b1p-OHipwwsp2kBWllqImjbMKfZGztZcfZULDzbLuDnfxUSVFR4KFhDEwv4vBsHoZHO7Wa~CVt9fMyGgUP4nKqJESGo7UMkScN7R5oR1sMxR~qqIzq9aQbRwSsXrSVrEMG1EopHQ5fu~qIJlWcYxmRkjMoDhKcGIEazndb75fKEzckmueZburFvPiwo56FeGNODBSWLprLOI5XDiDZMZCLRHkR--zQ__	1	5	tmt_127c	NT=Q Exactive HF-X;AC=MS:1002877	not available	NT=HCD;AC=PRIDE:0000590	not available	20 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Carbamidomethyl;MT=Fixed;TA=U;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=Variable;TA=Q;PP=N-term;AC=UNIMOD:28	NT=Pyro-carbamidomethyl;MT=Variable;TA=C;PP=N-term;AC=UNIMOD:26	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=Y;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=T;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	Breast Invasive Carcinoma
