source Name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[cell line]
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 11	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr11.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr11.raw	11	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 12	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr12.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr12.raw	12	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 13	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr13.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr13.raw	13	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 14	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr14.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr14.raw	14	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 15	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr15.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr15.raw	15	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 16	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr16.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr16.raw	16	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 17	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr17.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr17.raw	17	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 18	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr18.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr18.raw	18	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 19	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr19.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr19.raw	19	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 20	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr20.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr20.raw	20	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 21	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr21.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr21.raw	21	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 22	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr22.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr22.raw	22	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 23	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr23.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr23.raw	23	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 24	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr24.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr24.raw	24	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 25	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr25.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr25.raw	25	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 26	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr26.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr26.raw	26	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 27	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr27.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr27.raw	27	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 28	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr28.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr28.raw	28	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 29	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr29.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr29.raw	29	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 30	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr30.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr30.raw	30	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 31	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr31.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr31.raw	31	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 32	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr32.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr32.raw	32	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 1	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 33	proteomic profiling by mass spectrometry	20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr33.raw	ftp://massive.ucsd.edu/MSV000086944/raw/raw/20151114_alr_CompleteHumanProteome_GM12878_ETD_AspN_fr33.raw	33	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001304;NT=Asp-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
