source Name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[cell line]
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 340	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr11.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr11.raw	11	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 341	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr12.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr12.raw	12	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 342	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr13.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr13.raw	13	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 343	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr14.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr14.raw	14	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 344	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr15.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr15.raw	15	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 345	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_Lysn_fr16.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_Lysn_fr16.raw	16	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 346	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr17.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr17.raw	17	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 347	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr18_151109114241.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr18_151109114241.raw	18	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 348	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr19.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr19.raw	19	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 349	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr20.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr20.raw	20	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 350	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr21.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr21.raw	21	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 351	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr22.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr22.raw	22	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 352	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr23.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr23.raw	23	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 353	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr24.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr24.raw	24	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 354	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr25.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr25.raw	25	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 355	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr26.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr26.raw	26	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 356	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr27.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr27.raw	27	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 357	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_Lysn_fr28.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_Lysn_fr28.raw	28	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 359	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr29_151110044226.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr29_151110044226.raw	36	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 360	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr30.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr30.raw	30	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 361	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr31.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr31.raw	31	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 362	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr32.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr32.raw	32	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
PXD024364-Sample 12	Homo sapiens	Peripheral vein	not available	not available	GM12878	B-Lymphocyte	not available	White	not available	1	cell	run 363	proteomic profiling by mass spectrometry	20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr33.raw	ftp://massive.ucsd.edu/v03/MSV000086944/raw/raw/20150104_alr_CompleteHumanProteome_GM12878_ETD_LysN_fr33.raw	33	1	AC=MS:1002038;NT=label free sample	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1003093;NT=Lys-N	AC=MS:1000598;NT=ETD	20 ppm	0.35 Da	GM12878
