source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[label]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[disease]
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS09.raw	1	14	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS09.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 15	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS10.raw	1	15	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS10.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 16	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS11.raw	1	16	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS11.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 17	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS12.raw	1	17	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS12.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS13.raw	1	18	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS13.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS14.raw	1	19	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS14.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150910VS15.raw	1	20	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150910VS15.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS01.raw	1	21	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS01.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS02.raw	1	22	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS02.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS03.raw	1	23	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS03.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS04.raw	1	24	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS04.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 25	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS08.raw	1	25	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS08.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS09.raw	1	26	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS09.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 27	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS10.raw	1	27	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS10.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 28	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS11.raw	1	28	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS11.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 29	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS13.raw	1	29	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS13.raw	Meningioma
PXD007044-Sample-1	Homo sapiens	brain	not available	not available	not available	not available	not available	not available	Meningioma	not available	1	tissue	proteomic profiling by mass spectrometer	run 30	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/01/PXD007044/20150915VS14.raw	1	30	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	0.5 Da	20 ppm	20150915VS14.raw	Meningioma
