source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 24	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC24.raw	1	24	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 25	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC25.raw	1	25	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 26	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC26.raw	1	26	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 27	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC27.raw	1	27	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 28	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC28.raw	1	28	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 29	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC29.raw	1	29	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 30	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC30.raw	1	30	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 31	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC31.raw	1	31	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC32.raw	1	32	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC33.raw	1	33	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC34.raw	1	34	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC35.raw	1	35	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-1	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	GluC36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/GluC36.raw	1	36	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=glutamyl endopeptidase;AC=MS:1001917	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
