source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin20.raw	1	20	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin21.raw	1	21	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin22.raw	1	22	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin23.raw	1	23	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin24.raw	1	24	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin25.raw	1	25	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin26.raw	1	26	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin27.raw	1	27	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin28.raw	1	28	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin29.raw	1	29	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin30.raw	1	30	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin31.raw	1	31	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin32.raw	1	32	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin33.raw	1	33	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin34.raw	1	34	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin35.raw	1	35	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
PXD009737-Sample-3	Homo sapiens	Testis	not available	not available	not available	not available	not available	not applicable	not applicable	1	cell	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	Trypsin36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/10/PXD009737/Trypsin36.raw	1	36	NT=Q Exactive HF-X;AC=MS:1002877	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.02 Da	Testis
