Plex Dataset Name,Run Metadata ID,Number of Fractions,label_free
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT000741_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-8","1","C3L-00581
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT001914_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-9","1","C3L-00583
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT001915_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-20","1","C3L-00583
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT006438_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-123","1","C3L-00907
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT006439_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-37","1","C3L-00907
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT007928_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-71","1","C3L-00606
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT007929_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-53","1","C3L-00606
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT007940_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-89","1","C3L-01287
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT007942_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-94","1","C3L-01287
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT008694_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-93","1","C3L-01286
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200605_LUMOS_CPT008696_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-107","1","C3L-01286
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT006649_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-60","1","C3N-00150
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT006650_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-98","1","C3N-00150
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT006651_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-1","1","C3N-00150
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008158_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-27","1","C3N-00148
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008159_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-111","1","C3N-00148
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008161_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-128","1","C3N-00148
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008457_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-100","1","C3N-00149
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008458_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-116","1","C3N-00149
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008686_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-30","1","C3L-01836
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008688_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-82","1","C3L-01836
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008702_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-66","1","C3L-01603
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT008703_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-2","1","C3L-01603
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT009217_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-32","1","C3L-01607
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT009218_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-75","1","C3L-01607
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT009228_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-19","1","C3L-01861
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200608_LUMOS_CPT009230_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-38","1","C3L-01861
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200611_LUMOS_CPT001998_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-115","1","C3N-00168
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200611_LUMOS_CPT002000_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-57","1","C3N-00168
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200611_LUMOS_CPT002001_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-108","1","C3N-00168
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200611_LUMOS_CPT002010_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-63","1","C3N-00177
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200611_LUMOS_CPT002011_ITH_01.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-55","1","C3N-00177
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200626_LUMOS_CPT000898_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-118","1","C3N-00310
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200626_LUMOS_CPT000899_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-5","1","C3N-00310
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200626_LUMOS_CPT000901_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-65","1","C3N-00310
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200626_LUMOS_CPT000904_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-14","1","C3N-00312
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200626_LUMOS_CPT000905_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-130","1","C3N-00312
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT000907_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-101","1","C3N-00312
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001205_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-68","1","C3N-00314
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001206_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-109","1","C3N-00314
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001207_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-50","1","C3N-00314
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001226_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-119","1","C3N-00317
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001236_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-54","1","C3N-00320
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001238_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-69","1","C3N-00320
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001239_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-117","1","C3N-00320
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001254_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-59","1","C3N-00437
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001256_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-43","1","C3N-00437
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001738_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-40","1","C3N-00390
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001742_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-24","1","C3N-00390
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200629_LUMOS_CPT001744_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-74","1","C3N-00390
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200703_LUMOS_CPT001288_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-124","1","C3N-00494
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200703_LUMOS_CPT001291_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-104","1","C3N-00494
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200703_LUMOS_CPT002465_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-105","1","C3N-00852
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200703_LUMOS_CPT002466_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-127","1","C3N-00852
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT006897_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-6","1","C3N-00573
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT006898_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-58","1","C3N-00573
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT006899_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-113","1","C3N-00573
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007512_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-88","1","C3N-01200
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007514_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-11","1","C3N-01200
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007515_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-129","1","C3N-01200
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007516_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-35","1","C3N-01200
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007554_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-44","1","C3N-01214
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007555_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-22","1","C3N-01214
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007632_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-87","1","C3N-01220
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007634_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-64","1","C3N-01220
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007712_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-42","1","C3N-01522
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007713_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-18","1","C3N-01522
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007729_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-121","1","C3N-01524
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007730_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-122","1","C3N-01524
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007747_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-17","1","C3N-01261
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200710_LUMOS_CPT007748_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-81","1","C3N-01261
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT001415_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-26","1","C3N-00194
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT001418_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-95","1","C3N-00194
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT002589_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-78","1","C3N-00733
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT002590_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-47","1","C3N-00733
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT006522_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-12","1","C3N-00953
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT006544_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-51","1","C3N-00953
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT006915_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-7","1","C3N-00577
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT006917_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-85","1","C3N-00577
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT006918_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-73","1","C3N-00577
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT008197_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-45","1","C3N-00646
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT008198_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-62","1","C3N-00646
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20200714_LUMOS_CPT008200_ITH_02.raw","CPTAC CCRCC Confirmatory Study - Intratumor Heterogeneity - DIA Proteome-67","1","C3N-00646
Primary Tumor"
