source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	comment[biological replicate]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[modification parameter]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	value[organism part]
PXD004352-Sample-4	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02	proteomic profiling by mass spectrometry	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-4	Homo sapiens	Blood	1	Regulatory T cell	not available	not available	not available	not available	Healthy	no depletion	1	not available	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03	proteomic profiling by mass spectrometry	20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20131115_EXQ2_JaRi_SA_Do133_Memory_Free_CTL_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-5	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-5	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-5	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_n_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-6	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-6	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-6	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4emra_p_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-7	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4naive_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-7	Homo sapiens	Blood	1	CD4-Positive T-Lymphocytes	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_TCD4naive_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-8	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_n_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_n_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-8	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_n_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_n_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-8	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_n_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_n_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-8	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_n_04	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_n_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_n_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-9	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_01.raw	1	no applicable	AC=MS:1002038;NT=label free sample	1	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-9	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_02.raw	1	no applicable	AC=MS:1002038;NT=label free sample	2	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-9	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_03.raw	1	no applicable	AC=MS:1002038;NT=label free sample	3	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
PXD004352-Sample-9	Homo sapiens	Blood	1	dentritic cells	not available	not available	not available	not available	Healthy	no depletion	1	not available	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04	proteomic profiling by mass spectrometry	20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	https://www.ebi.ac.uk/pride/archive/projects/PXD004352/20150112_EXQ00_JaRi_SA_Sups_mDC_p_04.raw	1	no applicable	AC=MS:1002038;NT=label free sample	4	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	AC=MS:1000484; NT=Orbitrap	AC=MS:1002523; NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidation;AC=UNIMOD:7;MT=variable	27 NCE	7 ppm	20 ppm	Blood
