source name	characteristics[organism]	characteristics[cell line]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	factor value[cell line]
PXD051723-Sample-3	Homo sapiens	HEK293	not available	not available	cell line	not available	Embryonic kidney cells	1	not available	not available	cell line	run11	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_293_5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_293_5.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HEK293
PXD051723-Sample-3	Homo sapiens	HEK293	not available	not available	cell line	not available	Embryonic kidney cells	1	not available	not available	cell line	run12	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_293_6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_293_6.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HEK293
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run13	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_1.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run14	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_2.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run15	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_3.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run16	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_4.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run17	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_5.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-2	Homo sapiens	GAMG	not available	not available	cell line	not available	Glioblastoma	1	not available	not available	cell line	run18	proteomic profiling by mass spectrometry	20100609_Velos1_TaGe_SA_GAMG_6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100609_Velos1_TaGe_SA_GAMG_6.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	GAMG
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run19	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_1.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run20	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_2.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run21	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_3.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run22	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_4.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run23	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_5.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-4	Homo sapiens	Hela	not available	not available	cell line	not available	Cervical carcinoma	1	not available	not available	cell line	run24	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_Hela_6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_Hela_6.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Hela
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run25	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_1.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run26	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_2.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run27	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_3.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run28	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_4.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run29	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_5.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-5	Homo sapiens	HepG2	not available	not available	cell line	not available	Hepatoma	1	not available	not available	cell line	run30	proteomic profiling by mass spectrometry	20100611_Velos1_TaGe_SA_HepG2_6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100611_Velos1_TaGe_SA_HepG2_6.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	HepG2
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run31	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_1.raw	1	1	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run32	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_2.raw	1	2	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run33	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_3.raw	1	3	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run34	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_4.raw	1	4	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run35	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_5.raw	1	5	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
PXD051723-Sample-6	Homo sapiens	Jurkat	not available	not available	cell line	not available	Acute T-Cell Leukemia	1	not available	not available	cell line	run36	proteomic profiling by mass spectrometry	20100614_Velos1_TaGe_SA_Jurkat_6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/04/PXD051723/20100614_Velos1_TaGe_SA_Jurkat_6.raw	1	6	label free	LTQ Orbitrap Velos;AC=MS:1001742	NT=HCD;AC=PRIDE:0000590	not available	6 ppm	20 ppm	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=Trypsin;AC=MS:1001251	Jurkat
