source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[origin]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[cell part]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD026135-Sample 11	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 11	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_b.raw	4	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 12	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 12	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_c.raw	4	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 13	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 13	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_a.raw	5	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 14	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 14	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_b.raw	5	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 15	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 15	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_c.raw	5	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 16	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 16	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_a.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 17	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 17	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_b.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 18	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 18	proteomic profiling by mass spectrometer	20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_c.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 19	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 19	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_a.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 20	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 20	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_b.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 21	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 21	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_c.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 22	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 22	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_a.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 23	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 23	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_b.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 24	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 24	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_c.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 25	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 25	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_a.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 26	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 26	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_b.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 27	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 27	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_c.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 28	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 28	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_a.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 29	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 29	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_b.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 30	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 30	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_c.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
PXD026135-Sample 31	Homo Sapiens	Blood	regulatory T-cell	Purchased from SCT	1	not available	not available	not available	not available	normal	1	run 31	proteomic profiling by mass spectrometer	20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026135/20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_a.raw	5	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001313	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	10 ppm	2.2 Da	Blood
