source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[origin]	characteristics[individual]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	Technology Type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[cell part]	comment[fractionation method]	comment[proteomics data acquisition method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD026130-Sample 14	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 14	proteomic profiling by mass spectrometer	20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F5_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F5_b.raw	5	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000640	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001326	NT=Orbitrap Fusion Lumos;AC=MS:1002745	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:17	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:48	10 ppm	2.2 Da	Blood
PXD026130-Sample 15	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 15	proteomic profiling by mass spectrometer	20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F5_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F5_c.raw	5	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000641	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001327	NT=Orbitrap Fusion Lumos;AC=MS:1002746	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:18	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:49	10 ppm	2.2 Da	Blood
PXD026130-Sample 16	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 16	proteomic profiling by mass spectrometer	20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_a.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000642	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001328	NT=Orbitrap Fusion Lumos;AC=MS:1002747	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:19	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:50	10 ppm	2.2 Da	Blood
PXD026130-Sample 17	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 17	proteomic profiling by mass spectrometer	20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_b.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000643	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001329	NT=Orbitrap Fusion Lumos;AC=MS:1002748	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:20	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:51	10 ppm	2.2 Da	Blood
PXD026130-Sample 18	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 18	proteomic profiling by mass spectrometer	20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180920_rmi049_75idPLRPS_APA_Macrophage_Cyto_F6_c.raw	6	cytosolic fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000644	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001330	NT=Orbitrap Fusion Lumos;AC=MS:1002749	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:21	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:52	10 ppm	2.2 Da	Blood
PXD026130-Sample 19	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 19	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_a.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000645	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001331	NT=Orbitrap Fusion Lumos;AC=MS:1002750	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:22	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:53	10 ppm	2.2 Da	Blood
PXD026130-Sample 20	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 20	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_b.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000646	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001332	NT=Orbitrap Fusion Lumos;AC=MS:1002751	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:23	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:54	10 ppm	2.2 Da	Blood
PXD026130-Sample 21	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 21	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F1_c.raw	1	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000647	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001333	NT=Orbitrap Fusion Lumos;AC=MS:1002752	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:24	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:55	10 ppm	2.2 Da	Blood
PXD026130-Sample 22	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 22	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_a.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000648	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001334	NT=Orbitrap Fusion Lumos;AC=MS:1002753	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:25	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:56	10 ppm	2.2 Da	Blood
PXD026130-Sample 23	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 23	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_b.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000649	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001335	NT=Orbitrap Fusion Lumos;AC=MS:1002754	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:26	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:57	10 ppm	2.2 Da	Blood
PXD026130-Sample 24	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 24	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F2_c.raw	2	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000650	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001336	NT=Orbitrap Fusion Lumos;AC=MS:1002755	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:27	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:58	10 ppm	2.2 Da	Blood
PXD026130-Sample 25	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 25	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_a.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000651	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001337	NT=Orbitrap Fusion Lumos;AC=MS:1002756	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:28	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:59	10 ppm	2.2 Da	Blood
PXD026130-Sample 26	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 26	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_b.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000652	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001338	NT=Orbitrap Fusion Lumos;AC=MS:1002757	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:29	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:60	10 ppm	2.2 Da	Blood
PXD026130-Sample 27	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 27	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F3_c.raw	3	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000653	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001339	NT=Orbitrap Fusion Lumos;AC=MS:1002758	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:30	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:61	10 ppm	2.2 Da	Blood
PXD026130-Sample 28	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 28	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_a.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000654	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001340	NT=Orbitrap Fusion Lumos;AC=MS:1002759	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:31	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:62	10 ppm	2.2 Da	Blood
PXD026130-Sample 29	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 29	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_b.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000655	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001341	NT=Orbitrap Fusion Lumos;AC=MS:1002760	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:32	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:63	10 ppm	2.2 Da	Blood
PXD026130-Sample 30	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 30	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_c.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F4_c.raw	4	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000656	AC=MS:1002038;NT=label free sample	3	NT=Trypsin/P; AC=MS:1001342	NT=Orbitrap Fusion Lumos;AC=MS:1002761	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:33	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:64	10 ppm	2.2 Da	Blood
PXD026130-Sample 31	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 31	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F5_a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F5_a.raw	5	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000657	AC=MS:1002038;NT=label free sample	1	NT=Trypsin/P; AC=MS:1001343	NT=Orbitrap Fusion Lumos;AC=MS:1002762	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:34	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:65	10 ppm	2.2 Da	Blood
PXD026130-Sample 32	Homo Sapiens	Blood	macrophages	purchased from SCT	1	not available	not available	not available	not available	normal	1	run 32	proteomic profiling by mass spectrometer	20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F5_b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD026130/20180927_rmi049_75idPLRPS_APA_Macrophage_Nuc_F5_b.raw	5	nuclear fraction	AC=PRIDE:0000565;NT=High-performance liquid chromatography	NT=Data-Dependent Acquisition;AC=PRIDE:0000658	AC=MS:1002038;NT=label free sample	2	NT=Trypsin/P; AC=MS:1001344	NT=Orbitrap Fusion Lumos;AC=MS:1002763	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:35	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:66	10 ppm	2.2 Da	Blood
