source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	characteristics[technology type]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[organism part]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	Eye_choroid_bRPLC_10.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Eye_choroid_bRPLC_10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	Eye_choroid_bRPLC_12.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Eye_choroid_bRPLC_12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	1	organism part	run 11	proteomic profiling by mass spectrometry	Choroid_bRPLC_13.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_13.raw	1	13	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	Choroid_bRPLC_14.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_14.raw	1	14	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 13	proteomic profiling by mass spectrometry	Choroid_bRPLC_15.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_15.raw	1	15	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 25	proteomic profiling by mass spectrometry	Eye_choroid_bRPLC_16.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Eye_choroid_bRPLC_16.raw	1	16	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	Choroid_bRPLC_17.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_17.raw	1	17	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	Choroid_bRPLC_18.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_18.raw	1	18	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	Choroid_bRPLC_19.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_19.raw	1	19	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	Choroid_bRPLC_20.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_20.raw	1	20	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 19	proteomic profiling by mass spectrometry	Choroid_bRPLC_21.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_21.raw	1	21	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 20	proteomic profiling by mass spectrometry	Choroid_bRPLC_22.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_22.raw	1	22	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 21	proteomic profiling by mass spectrometry	Choroid_bRPLC_23.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_23.raw	1	23	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002273-Sample-1	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 22	proteomic profiling by mass spectrometry	Choroid_bRPLC_24.raw	http://ftp.ebi.ac.uk/pride-archive/2018/04/PXD002273/Choroid_bRPLC_24.raw	1	24	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
