source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	characteristics[technology type]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[organism part]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 14	proteomic profiling by mass spectrometry	RPE-Choroid_2521_02.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_02.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	RPE-Choroid_2521_03.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_03.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	RPE-Choroid_2521_04.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_04.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	RPE-Choroid_2521_05.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_05.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	RPE-Choroid_2521_06.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_06.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 19	proteomic profiling by mass spectrometry	RPE-Choroid_2521_07.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_07.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 20	proteomic profiling by mass spectrometry	RPE-Choroid_2521_08.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_08.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 21	proteomic profiling by mass spectrometry	RPE-Choroid_2521_09.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_09.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 22	proteomic profiling by mass spectrometry	RPE-Choroid_2521_10.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	RPE-Choroid_2521_11.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_11.raw	1	11	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-2	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	RPE-Choroid_2521_12.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_2521_12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 25	proteomic profiling by mass spectrometry	RPE-Choroid_3081_01.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_01.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 26	proteomic profiling by mass spectrometry	RPE-Choroid_3081_02.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_02.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 27	proteomic profiling by mass spectrometry	RPE-Choroid_3081_03.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_03.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 28	proteomic profiling by mass spectrometry	RPE-Choroid_3081_04.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_04.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 29	proteomic profiling by mass spectrometry	RPE-Choroid_3081_05.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_05.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 30	proteomic profiling by mass spectrometry	RPE-Choroid_3081_06.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_06.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 31	proteomic profiling by mass spectrometry	RPE-Choroid_3081_07.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_07.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 32	proteomic profiling by mass spectrometry	RPE-Choroid_3081_08.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_08.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 33	proteomic profiling by mass spectrometry	RPE-Choroid_3081_09.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_09.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 34	proteomic profiling by mass spectrometry	RPE-Choroid_3081_10.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 35	proteomic profiling by mass spectrometry	RPE-Choroid_3081_11.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_11.raw	1	11	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-3	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	3	organism part	run 36	proteomic profiling by mass spectrometry	RPE-Choroid_3081_12.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3081_12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
PXD002194-Sample-4	Homo sapiens	choroid	not available	not available	not available	not available	not available	not available	4	organism part	run 37	proteomic profiling by mass spectrometry	RPE-Choroid_3085_01.raw	http://ftp.ebi.ac.uk/pride-archive/2016/02/PXD002194/RPE-Choroid_3085_01.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.5 Da	choroid
