source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]
2015_10_10_21_26_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_10_21_26_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1087	2015_10_10_21_26_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_10_23_03_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_10_23_03_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1088	2015_10_10_23_03_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_00_40_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_00_40_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1089	2015_10_11_00_40_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_03_53_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_03_53_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1090	2015_10_11_03_53_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_05_30_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_05_30_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1091	2015_10_11_05_30_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_07_07_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_07_07_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1092	2015_10_11_07_07_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_08_44_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_08_44_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1093	2015_10_11_08_44_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_10_21_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_10_21_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1094	2015_10_11_10_21_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_11_58_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_11_58_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1095	2015_10_11_11_58_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_17_58_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_17_58_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1096	2015_10_11_17_58_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_19_35_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_19_35_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1097	2015_10_11_19_35_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_21_12_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_21_12_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1098	2015_10_11_21_12_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_11_22_50_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_11_22_50_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1099	2015_10_11_22_50_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_12_00_27_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_12_00_27_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1100	2015_10_12_00_27_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_12_02_05_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_12_02_05_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1101	2015_10_12_02_05_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_12_03_42_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_12_03_42_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1102	2015_10_12_03_42_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_16_12_40_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_16_12_40_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1116	2015_10_16_12_40_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_10_16_14_48_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_10_16_14_48_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1117	2015_10_16_14_48_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_18_02_11_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_18_02_11_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1205	2015_11_18_02_11_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_18_03_46_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_18_03_46_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1207	2015_11_18_03_46_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_21_23_47_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_21_23_47_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1226	2015_11_21_23_47_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_01_18_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_01_18_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1227	2015_11_22_01_18_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_02_49_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_02_49_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1228	2015_11_22_02_49_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_04_21_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_04_21_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1229	2015_11_22_04_21_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_05_52_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_05_52_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1230	2015_11_22_05_52_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_07_23_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_07_23_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1231	2015_11_22_07_23_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_08_55_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_08_55_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1232	2015_11_22_08_55_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_10_26_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_10_26_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1233	2015_11_22_10_26_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_11_58_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_11_58_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1234	2015_11_22_11_58_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_13_29_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_13_29_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1235	2015_11_22_13_29_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_15_00_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_15_00_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1236	2015_11_22_15_00_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_16_32_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_16_32_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1237	2015_11_22_16_32_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_18_03_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_18_03_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1238	2015_11_22_18_03_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_19_35_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_19_35_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1239	2015_11_22_19_35_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_21_06_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_21_06_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1240	2015_11_22_21_06_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_22_22_38_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_22_22_38_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1241	2015_11_22_22_38_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_00_09_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_00_09_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1242	2015_11_23_00_09_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_01_41_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_01_41_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1243	2015_11_23_01_41_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_03_13_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_03_13_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1244	2015_11_23_03_13_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_04_44_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_04_44_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1245	2015_11_23_04_44_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_07_47_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_07_47_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1246	2015_11_23_07_47_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_23_09_19_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_23_09_19_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1247	2015_11_23_09_19_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_24_09_24_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_24_09_24_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1252	2015_11_24_09_24_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_24_10_56_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_24_10_56_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1253	2015_11_24_10_56_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_24_12_28_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_24_12_28_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1255	2015_11_24_12_28_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_24_13_59_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_24_13_59_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1256	2015_11_24_13_59_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
2015_11_24_15_31_Orbitrap-Fusion-Lumos_FSN20115	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2015_11_24_15_31_Orbitrap-Fusion-Lumos_FSN20115	proteomic profiling by mass spectrometer	1258	2015_11_24_15_31_Orbitrap-Fusion-Lumos_FSN20115.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Fusion Lumos;AC=MS:1002732
