source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]
2020_06_02_14_58_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_02_14_58_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7214	2020_06_02_14_58_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_03_10_07_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_03_10_07_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7215	2020_06_03_10_07_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_03_13_16_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_03_13_16_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7216	2020_06_03_13_16_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_03_16_25_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_03_16_25_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7217	2020_06_03_16_25_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_03_19_34_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_03_19_34_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7218	2020_06_03_19_34_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_03_22_43_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_03_22_43_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7219	2020_06_03_22_43_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_04_01_53_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_04_01_53_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7220	2020_06_04_01_53_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_04_05_02_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_04_05_02_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7221	2020_06_04_05_02_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_04_08_11_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_04_08_11_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7222	2020_06_04_08_11_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_04_12_03_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_04_12_03_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7223	2020_06_04_12_03_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_05_16_54_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_05_16_54_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7224	2020_06_05_16_54_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_05_20_02_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_05_20_02_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7225	2020_06_05_20_02_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_05_23_11_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_05_23_11_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7226	2020_06_05_23_11_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_06_02_20_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_06_02_20_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7227	2020_06_06_02_20_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_06_16_09_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_06_16_09_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7228	2020_06_06_16_09_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_06_19_17_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_06_19_17_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7229	2020_06_06_19_17_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_06_21_29_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_06_21_29_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7230	2020_06_06_21_29_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_06_23_40_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_06_23_40_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7231	2020_06_06_23_40_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_02_48_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_02_48_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7232	2020_06_07_02_48_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_05_57_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_05_57_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7233	2020_06_07_05_57_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_08_08_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_08_08_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7234	2020_06_07_08_08_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_10_19_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_10_19_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7235	2020_06_07_10_19_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_13_27_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_13_27_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7236	2020_06_07_13_27_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_16_35_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_16_35_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7237	2020_06_07_16_35_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_07_18_46_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_07_18_46_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7238	2020_06_07_18_46_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_08_03_14_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_08_03_14_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7239	2020_06_08_03_14_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_08_05_25_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_08_05_25_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7240	2020_06_08_05_25_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_11_08_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_11_08_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7241	2020_06_09_11_08_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_13_58_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_13_58_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7242	2020_06_09_13_58_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_16_49_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_16_49_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7243	2020_06_09_16_49_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_18_06_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_18_06_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7244	2020_06_09_18_06_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_19_39_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_19_39_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7245	2020_06_09_19_39_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_21_14_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_21_14_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7246	2020_06_09_21_14_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_09_22_29_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_09_22_29_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7247	2020_06_09_22_29_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_01_20_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_01_20_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7248	2020_06_10_01_20_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_04_10_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_04_10_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7249	2020_06_10_04_10_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_07_00_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_07_00_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7250	2020_06_10_07_00_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_11_46_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_11_46_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7251	2020_06_10_11_46_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_12_06_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_12_06_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7252	2020_06_10_12_06_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_15_13_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_15_13_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7253	2020_06_10_15_13_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_15_18_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_15_18_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7254	2020_06_10_15_18_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_18_04_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_18_04_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7255	2020_06_10_18_04_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_18_26_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_18_26_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7256	2020_06_10_18_26_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_20_56_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_20_56_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7257	2020_06_10_20_56_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_21_33_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_21_33_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7258	2020_06_10_21_33_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_10_23_48_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_10_23_48_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7259	2020_06_10_23_48_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_11_00_40_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_11_00_40_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7260	2020_06_11_00_40_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_11_02_40_Orbitrap-Exploris-480_MA10134C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_11_02_40_Orbitrap-Exploris-480_MA10134C	proteomic profiling by mass spectrometer	7261	2020_06_11_02_40_Orbitrap-Exploris-480_MA10134C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_11_03_47_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_11_03_47_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7262	2020_06_11_03_47_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
2020_06_11_06_54_Orbitrap-Exploris-480_MA10132C	Homo sapiens	cervex	Black	31Y	adult	female	HeLa cells	epithelial	adenocarcinoma	1	2020_06_11_06_54_Orbitrap-Exploris-480_MA10132C	proteomic profiling by mass spectrometer	7263	2020_06_11_06_54_Orbitrap-Exploris-480_MA10132C.raw	1	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Orbitrap Exploris 480;AC=MS:1003028
