source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[MS1 scan range]	comment[MS2 scan range]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD048325-Sample-11	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	11	not available	cell line	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_A11_11.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_A11_11.raw	HeLa
PXD048325-Sample-12	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	12	not available	cell line	run 12	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_A12_12.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_A12_12.raw	HeLa
PXD048325-Sample-13	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	13	not available	cell line	run 13	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B1_13.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B1_13.raw	HeLa
PXD048325-Sample-14	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	14	not available	cell line	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B2_14.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B2_14.raw	HeLa
PXD048325-Sample-15	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	15	not available	cell line	run 15	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B3_15.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B3_15.raw	HeLa
PXD048325-Sample-16	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	16	not available	cell line	run 16	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B4_16.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B4_16.raw	HeLa
PXD048325-Sample-17	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	17	not available	cell line	run 17	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B5_17.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B5_17.raw	HeLa
PXD048325-Sample-18	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	18	not available	cell line	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B6_18.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B6_18.raw	HeLa
PXD048325-Sample-19	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	19	not available	cell line	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B7_19.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B7_19.raw	HeLa
PXD048325-Sample-20	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	20	not available	cell line	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B8_20.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B8_20.raw	HeLa
PXD048325-Sample-21	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	21	not available	cell line	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B9_21.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B9_21.raw	HeLa
PXD048325-Sample-22	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	22	not available	cell line	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B10_22.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B10_22.raw	HeLa
PXD048325-Sample-23	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	23	not available	cell line	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B11_23.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B11_23.raw	HeLa
PXD048325-Sample-24	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	24	not available	cell line	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B12_24.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_B12_24.raw	HeLa
PXD048325-Sample-25	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	25	not available	cell line	run 25	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C1_25.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C1_25.raw	HeLa
PXD048325-Sample-26	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	26	not available	cell line	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2024/06/PXD048325/20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C2_26.raw	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	300m/z-1250m/z	300m/z-1250m/z	1	20240307_AST0_Evo10_AHK_100SPD_OT2_Hela1ug_500ng_plate1_C2_26.raw	HeLa
