source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	characteristics[technology type]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[organism part]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD001299-Sample-1	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	1	organism part	run 11	proteomic profiling by mass spectrometry	Iris_D8.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_D8.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-1	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	1	organism part	run 12	proteomic profiling by mass spectrometry	Iris_D9.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_D9.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 13	proteomic profiling by mass spectrometry	Iris_E1.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E1.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 14	proteomic profiling by mass spectrometry	Iris_E10.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E10.raw	1	10	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 15	proteomic profiling by mass spectrometry	Iris_E11.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E11.raw	1	11	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 16	proteomic profiling by mass spectrometry	Iris_E12.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E12.raw	1	12	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 17	proteomic profiling by mass spectrometry	Iris_E2.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E2.raw	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 18	proteomic profiling by mass spectrometry	Iris_E3.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E3.raw	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 19	proteomic profiling by mass spectrometry	Iris_E4.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E4.raw	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 20	proteomic profiling by mass spectrometry	Iris_E5.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E5.raw	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 21	proteomic profiling by mass spectrometry	Iris_E6.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E6.raw	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 22	proteomic profiling by mass spectrometry	Iris_E7.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E7.raw	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 23	proteomic profiling by mass spectrometry	Iris_E8.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E8.raw	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
PXD001299-Sample-2	Homo sapiens	iris	not available	not available	not available	not available	not available	not available	2	organism part	run 24	proteomic profiling by mass spectrometry	Iris_E9.raw	http://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD001299/Iris_E9.raw	1	9	AC=MS:1002038;NT=label free sample	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1001313;NT=Trypsin	20 ppm	0.05 Da	iris
