source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD001874-Sample-1	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	female	61	1	cell	run 11	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B21_1_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B21_1_T1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-1	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	female	61	1	cell	run 12	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B21_1_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B21_1_T2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 13	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_L1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_L1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 14	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_L2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 15	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_L3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_L3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 16	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_L4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_L4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 17	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_T1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 18	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_0_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_0_T2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 19	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_L1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_L1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 20	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_L2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 21	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_L3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_L3.raw	2	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 22	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_L4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_L4.raw	2	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 23	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_T1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-2	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	73	1	cell	run 24	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B22_1_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B22_1_T2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 25	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_L1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_L1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 26	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_L2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 27	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_L3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_L3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 28	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_L4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_L4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 29	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_T1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 30	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_0_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_0_T2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 31	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_L1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_L1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 32	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_L2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 33	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_L3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_L3.raw	2	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 34	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_L4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_L4.raw	2	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 35	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_T1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_T1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-3	Homo sapiens	liver	hepatocytes	HepG2	adult	Malignant Melanoma	male	73	1	cell	run 36	proteomic profiling by mass spectrometry	20120814_EXQ4_JRW_SA_B23_1_T2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20120814_EXQ4_JRW_SA_B23_1_T2.raw	2	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin/P;AC=MS:1001313	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
PXD001874-Sample-4	Homo sapiens	liver	hepatocytes	HepG2	adult	Colorectal cancer	male	67	1	cell	run 37	proteomic profiling by mass spectrometry	20130122_EXQ4_JRW_C3_L2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD001874/20130122_EXQ4_JRW_C3_L2.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	20 ppm	0.5 Da	HepG2
