source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD005353-Sample-1	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 11	proteomic profiling by mass spectrometry	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-1	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 12	proteomic profiling by mass spectrometry	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-1	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 13	proteomic profiling by mass spectrometry	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR13.raw	1	13	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-1	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 14	proteomic profiling by mass spectrometry	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR14.raw	1	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-1	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 15	proteomic profiling by mass spectrometry	TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3807-01A-22_W_VU_20121020_A0218_4I_R_FR15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 16	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121205_A0218_7D_R_FR01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121205_A0218_7D_R_FR01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 17	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 18	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 19	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR04.raw	1	4	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 20	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR05.raw	1	5	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 21	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR06.raw	1	6	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 22	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR07.raw	1	7	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 23	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR08.raw	1	8	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 24	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR09.raw	1	9	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 25	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 26	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 27	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 28	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR13.raw	1	13	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 29	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR14.raw	1	14	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-2	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 30	proteomic profiling by mass spectrometry	TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3808-01A-22_W_VU_20121206_A0218_7D_R_FR15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-3	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 31	proteomic profiling by mass spectrometry	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR01.raw	1	1	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-3	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 32	proteomic profiling by mass spectrometry	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR02.raw	1	2	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
PXD005353-Sample-3	Homo sapiens	not available	not available	not available	colorectal cancer	1	cell	run 33	proteomic profiling by mass spectrometry	TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD005353/TCGA-A6-3810-01A-22_W_VU_20121029_A0218_5E_R_FR03.raw	1	3	AC=MS:1002038;NT=label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=MS:1001313;NT=Trypsin/P	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=HCD;AC=PRIDE:0000590	30 NCE	4.5 ppm	20 ppm	not available
