Plex Dataset Name,Run Metadata ID,Number of Fractions,label_free
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00360_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00360_NAT.raw","1","C3L-00360
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00360_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00360_T.raw","1","C3L-00360
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00369_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00369_NAT.raw","1","C3L-00369
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00369_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00369_T.raw","1","C3L-00369
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00416_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00416_NAT.raw","1","C3L-00416
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00416_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00416_T.raw","1","C3L-00416
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_NAT.raw","1","C3L-00418
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00418_T.raw","1","C3L-00418
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00447_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00447_NAT.raw","1","C3L-00447
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00447_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00447_T.raw","1","C3L-00447
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00448_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00448_NAT.raw","1","C3L-00448
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00448_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00448_T.raw","1","C3L-00448
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00561_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00561_NAT.raw","1","C3L-00561
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00561_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00561_T.raw","1","C3L-00561
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00581_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00581_NAT.raw","1","C3L-00581
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00581_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00581_T.raw","1","C3L-00581
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00583_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00583_NAT.raw","1","C3L-00583
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00583_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00583_T.raw","1","C3L-00583
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_NAT.raw","1","C3L-00606
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00606_T.raw","1","C3L-00606
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00607_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00607_NAT.raw","1","C3L-00607
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00607_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00607_T.raw","1","C3L-00607
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00610_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00610_T.raw","1","C3L-00610
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00765_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00765_T.raw","1","C3L-00765
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00766_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00766_T.raw","1","C3L-00766
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00790_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00790_T.raw","1","C3L-00790
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00791_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00791_NAT.raw","1","C3L-00791
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00791_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00791_T.raw","1","C3L-00791
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00792_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00792_T.raw","1","C3L-00792
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00796_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00796_T.raw","1","C3L-00796
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00799_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00799_T.raw","1","C3L-00799
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00800_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00800_T.raw","1","C3L-00800
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00812_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00812_T.raw","1","C3L-00812
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00813_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00813_T.raw","1","C3L-00813
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00814_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00814_NAT.raw","1","C3L-00814
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00814_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00814_T.raw","1","C3L-00814
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00817_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00817_T.raw","1","C3L-00817
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00902_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00902_NAT.raw","1","C3L-00902
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00902_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00902_T.raw","1","C3L-00902
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00907_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00907_NAT.raw","1","C3L-00907
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00907_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00907_T.raw","1","C3L-00907
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00908_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00908_NAT.raw","1","C3L-00908
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00908_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00908_T.raw","1","C3L-00908
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00910_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00910_NAT.raw","1","C3L-00910
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00910_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00910_T.raw","1","C3L-00910
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00917_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00917_NAT.raw","1","C3L-00917
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00917_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-00917_T.raw","1","C3L-00917
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01281_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01281_NAT.raw","1","C3L-01281
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01281_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01281_T.raw","1","C3L-01281
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01283_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01283_T.raw","1","C3L-01283
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01286_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01286_NAT.raw","1","C3L-01286
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01286_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01286_T.raw","1","C3L-01286
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01287_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01287_NAT.raw","1","C3L-01287
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01287_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01287_T.raw","1","C3L-01287
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01288_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01288_T.raw","1","C3L-01288
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01302_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01302_NAT.raw","1","C3L-01302
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01302_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01302_T.raw","1","C3L-01302
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01313_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01313_NAT.raw","1","C3L-01313
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01313_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01313_T.raw","1","C3L-01313
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01352_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01352_T.raw","1","C3L-01352
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01553_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01553_T.raw","1","C3L-01553
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01557_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01557_T.raw","1","C3L-01557
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01560_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01560_T.raw","1","C3L-01560
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01603_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01603_NAT.raw","1","C3L-01603
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01603_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01603_T.raw","1","C3L-01603
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01607_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01607_NAT.raw","1","C3L-01607
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01607_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01607_T.raw","1","C3L-01607
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01836_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01836_NAT.raw","1","C3L-01836
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01836_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01836_T.raw","1","C3L-01836
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01861_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01861_NAT.raw","1","C3L-01861
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01861_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01861_T.raw","1","C3L-01861
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_NAT.raw","1","C3L-01882
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01882_T.raw","1","C3L-01882
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01885_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01885_NAT.raw","1","C3L-01885
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01885_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3L-01885_T.raw","1","C3L-01885
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00148_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00148_NAT.raw","1","C3N-00148
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00148_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00148_T.raw","1","C3N-00148
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00149_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00149_NAT.raw","1","C3N-00149
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00149_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00149_T.raw","1","C3N-00149
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00150_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00150_NAT.raw","1","C3N-00150
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00150_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00150_T.raw","1","C3N-00150
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00154_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00154_T.raw","1","C3N-00154
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00168_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00168_NAT.raw","1","C3N-00168
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00168_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00168_T.raw","1","C3N-00168
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00177_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00177_NAT.raw","1","C3N-00177
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00177_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00177_T.raw","1","C3N-00177
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00194_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00194_NAT.raw","1","C3N-00194
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00194_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00194_T.raw","1","C3N-00194
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00242_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00242_NAT.raw","1","C3N-00242
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00242_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00242_T.raw","1","C3N-00242
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00244_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00244_NAT.raw","1","C3N-00244
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00244_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00244_T.raw","1","C3N-00244
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00246_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00246_NAT.raw","1","C3N-00246
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00246_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00246_T.raw","1","C3N-00246
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00305_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00305_T.raw","1","C3N-00305
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00310_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00310_NAT.raw","1","C3N-00310
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00310_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00310_T.raw","1","C3N-00310
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00312_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00312_NAT.raw","1","C3N-00312
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00312_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00312_T.raw","1","C3N-00312
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00313_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00313_T.raw","1","C3N-00313
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00314_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00314_NAT.raw","1","C3N-00314
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00314_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00314_T.raw","1","C3N-00314
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00315_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00315_T.raw","1","C3N-00315
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00317_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00317_NAT.raw","1","C3N-00317
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00317_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00317_T.raw","1","C3N-00317
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00320_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00320_NAT.raw","1","C3N-00320
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00320_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00320_T.raw","1","C3N-00320
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00380_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00380_T.raw","1","C3N-00380
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00390_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00390_NAT.raw","1","C3N-00390
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00390_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00390_T.raw","1","C3N-00390
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00435_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00435_NAT.raw","1","C3N-00435
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00435_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00435_T.raw","1","C3N-00435
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00437_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00437_NAT.raw","1","C3N-00437
Solid Tissue Normal"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00437_T.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00437_T.raw","1","C3N-00437
Primary Tumor"
"CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00491_NAT.raw","CPTAC_CCRCC_W_JHU_20190112_LUMOS_C3N-00491_NAT.raw","1","C3N-00491
Solid Tissue Normal"
