source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	technology type	assay name	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[label]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[disease]
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 11	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr19.raw	1	11	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr19.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 12	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr2.raw	1	12	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr2.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 13	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr20.raw	1	13	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr20.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 14	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr21.raw	1	14	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr21.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 15	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr22.raw	1	15	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr22.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 16	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr23.raw	1	16	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr23.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 17	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr24.raw	1	17	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr24.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 18	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr3.raw	1	18	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr3.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 19	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr4.raw	1	19	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr4.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 20	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr5.raw	1	20	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr5.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr6.raw	1	21	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr6.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 22	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr7.raw	1	22	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr7.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 23	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr8.raw	1	23	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr8.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 24	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9.raw	1	24	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Fr9.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 25	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr1.raw	1	25	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr1.raw	Metastatic melanoma
PXD000497-Sample-1	Homo sapiens	skin	54Y	A-375	Epithelial	european	not available	Female	Metastatic melanoma	not available	1	tissue	proteomic profiling by mass spectrometer	run 26	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/12/PXD000497/OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr10.raw	1	26	NT=Trypsin;AC=MS:1001251	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	NT=Carbamidomethyl;TA=C;MT=variable;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable"	"NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable"	10 ppm	0.05 Da	OR5_120607_GM_NKI_Mix2_SCX_TiIMAC_Run2_Fr10.raw	Metastatic melanoma
