source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	Material Type	assay name	characteristics[technology type]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[organism part]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 29	proteomic profiling by mass spectrometry	Cornea_IG_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_19.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 30	proteomic profiling by mass spectrometry	Cornea_IG_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 31	proteomic profiling by mass spectrometry	Cornea_IG_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_20.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 32	proteomic profiling by mass spectrometry	Cornea_IG_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_21.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 33	proteomic profiling by mass spectrometry	Cornea_IG_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_22.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 35	proteomic profiling by mass spectrometry	Cornea_IG_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_23.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 36	proteomic profiling by mass spectrometry	Cornea_IG_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_24.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 37	proteomic profiling by mass spectrometry	Cornea_IG_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 38	proteomic profiling by mass spectrometry	Cornea_IG_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 39	proteomic profiling by mass spectrometry	Cornea_IG_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 40	proteomic profiling by mass spectrometry	Cornea_IG_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 41	proteomic profiling by mass spectrometry	Cornea_IG_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 42	proteomic profiling by mass spectrometry	Cornea_IG_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
PXD009261-Sample-2	Homo sapiens	cornea	not available	not available	not available	not available	not available	not available	1	organism part	run 43	proteomic profiling by mass spectrometry	Cornea_IG_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD009261/Cornea_IG_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Orbitrap;AC=CHMO:0000966	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Carbamidomethyl;MT=fixed;AC=UNIMOD:4;TA=C	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1001313;NT=Trypsin	10 ppm	0.5 Da	cornea
